Property Address,Roll Number,Property Use Code,Building Type,Year Built,Living Area SqFt,Sale Year,Sale Month,Sale Price,Sale Price/SqFt,Time Adjusted Sale Price,Time Adjusted Sale Price/SqFt
399 CASTLEBURY MEADOWS DR,14100126930,RESSS - Side By Side,TS-Two Storey,2017,1504,2024,7,400000,265.96,413600,275.00
11 SUTHERLAND AVE,14100129800,RESMC - Multi-Family Conversion,TS-Two Storey,1907,2178,2023,2,130000,59.69,142100,65.24
226 HAZELTON DR,14100131055,RESSS - Side By Side,OS-One Storey,2022,1133,2024,11,509000,449.25,517700,456.93
96 CHEEMA DR,14100131310,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1988,2023,6,628476,316.13,685700,344.92
4 MAYER DR,14100131325,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,2006,2023,7,618952,308.55,672200,335.09
60 MAYER DR,14100131395,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1914,2023,7,610703,319.07,663200,346.50
107 MAYER DR,14100131615,RESSS - Side By Side,TS-Two Storey,2023,1572,2023,3,433333,275.66,478400,304.33
188 CHEEMA DR,14100131700,RESSS - Side By Side,OS-One Storey,2023,1245,2023,9,416307,334.38,448400,360.16
266 CHEEMA DR,14100131795,RESSS - Side By Side,TS-Two Storey,2023,1615,2023,9,438769,271.68,472600,292.63
138 INDRA CRES,14100131810,RESSS - Side By Side,TS-Two Storey,2023,1615,2023,10,438568,271.56,470600,291.39
92 INDRA CRES,14100131850,RESSS - Side By Side,TS-Two Storey,2023,1615,2023,10,437960,271.18,469900,290.96
11 INDRA CRES,14100131950,RESRH - Row Housing,TS-Two Storey,2024,1348,2024,10,399000,295.99,407400,302.23
15 INDRA CRES,14100131955,RESRH - Row Housing,TS-Two Storey,2024,1330,2024,10,399000,300.00,407400,306.32
3182 VIALOUX DR,1000568100,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1334,2024,8,520000,389.81,541300,405.77
7 WOODVIEW BAY,1000691200,RESSD - Detached SIngle Dwelling,OS-One Storey,1982,1120,2024,6,472000,421.43,497000,443.75
298 LYNBROOK DR,1000998800,RESSD - Detached SIngle Dwelling,TS-Two Storey,1954,2229,2024,7,808000,362.49,846000,379.54
336 ELMHURST RD,1001064000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1951,1026,2023,8,340000,331.38,379100,369.49
876 LAXDAL RD,1001371900,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1972,864,2024,5,411500,476.27,435800,504.40
300 LAXDAL RD,1001451000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1945,1230,2023,9,340000,276.42,377100,306.59
830 LAXDAL RD,1001494800,RESSD - Detached SIngle Dwelling,OS-One Storey,1971,946,2024,3,421200,445.24,451100,476.85
645 LAXDAL RD,1001520500,RESSD - Detached SIngle Dwelling,OS-One Storey,1987,1732,2024,11,530000,306.00,542200,313.05
174 ALCREST DR,1001646500,RESSD - Detached SIngle Dwelling,OS-One Storey,1945,906,2025,3,351000,387.42,351000,387.42
3724 BATCHELOR AVE,1001683500,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1980,1192,2023,1,473000,396.81,549200,460.74
678 HILTON ST,1002121100,RESSD - Detached SIngle Dwelling,TS-Two Storey,1969,2340,2024,7,620000,264.96,649100,277.39
71 ADDINGTON BAY,1002362100,RESSD - Detached SIngle Dwelling,OS-One Storey,1978,1274,2024,3,441000,346.15,472300,370.72
873 FAIRMONT RD,1002418000,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1054,2024,8,401000,380.46,417400,396.02
742 COVENTRY RD,1002656000,RESSD - Detached SIngle Dwelling,OS-One Storey,1963,1076,2023,8,390000,362.45,434900,404.18
623 HARSTONE RD,1003184800,RESSD - Detached SIngle Dwelling,OS-One Storey,1965,1222,2025,1,488000,399.35,493900,404.17
3 SAVILE AVE,1003578600,RESSD - Detached SIngle Dwelling,OS-One Storey,1977,1190,2024,4,430000,361.34,458000,384.87
799 MUNICIPAL RD,1003985600,RESSD - Detached SIngle Dwelling,OS-One Storey,1973,1262,2023,6,339900,269.33,383400,303.80
9 SPARROW RD,1004504200,RESSS - Side By Side,BL-Bi-Level,1979,861,2024,2,268000,311.27,288600,335.19
144 WESTGROVE WAY,1004721300,RESRH - Row Housing,TS-Two Storey,1971,1012,2023,7,195000,192.69,218800,216.21
50 SHEPTON BAY,1004880900,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1072,2023,8,430000,401.12,479500,447.29
100 HARWOOD CRES,1004895200,RESSS - Side By Side,TL-3 Level Split,1974,1032,2024,12,358700,347.58,364800,353.49
46 BRAEWOOD PL,1004940700,RESSS - Side By Side,TS-Two Storey,1977,1200,2023,1,233000,194.17,270500,225.42
15 WATSON CRES,1005015300,RESSD - Detached SIngle Dwelling,OS-One Storey,1965,1242,2024,3,410000,330.11,439100,353.54
56 EVENWOOD CRES,1005144300,RESSS - Side By Side,TS-Two Storey,1971,1008,2025,3,299900,297.52,299900,297.52
63 EVENWOOD CRES,1005442800,RESSS - Side By Side,OS-One Storey,1971,720,2023,8,270000,375.00,301100,418.19
66 BARKER BLVD,1005559500,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1429,2023,11,512000,358.29,561200,392.72
11 SINNOTT ST,1005590500,RESSD - Detached SIngle Dwelling,OS-One Storey,1975,1368,2024,9,407000,297.51,421200,307.89
456 ELMHURST RD,1005872100,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1946,918,2024,7,300000,326.80,314100,342.16
795 BERKLEY ST,1005894200,RESSD - Detached SIngle Dwelling,OS-One Storey,2007,1842,2023,6,670000,363.74,755800,410.31
766 HARSTONE RD,1009600275,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,712,2023,11,275000,386.24,301400,423.31
4 KELLY PL,1009601090,RESSD - Detached SIngle Dwelling,TS-Two Storey,2016,2284,2024,1,690000,302.10,748000,327.50
3 KOWALSKY CRES,1009601330,RESSD - Detached SIngle Dwelling,TS-Two Storey,2016,2142,2024,5,658000,307.19,696800,325.30
22 CAMIRA WAY,1009601665,RESSD - Detached SIngle Dwelling,OS-One Storey,2016,1872,2024,10,1145000,611.65,1178200,629.38
3 SPILLETT COVE,1009602390,RESSD - Detached SIngle Dwelling,TS-Two Storey,2018,2141,2023,4,595000,277.91,678900,317.09
93 KESTREL WAY,1009602815,RESSD - Detached SIngle Dwelling,TS-Two Storey,2019,2142,2024,3,642000,299.72,687600,321.01
20 KESTREL WAY,1009603040,RESSD - Detached SIngle Dwelling,OS-One Storey,2020,1444,2024,5,651000,450.83,689400,477.42
16 YELLOW RAIL CRES,1009603590,RESSD - Detached SIngle Dwelling,TS-Two Storey,2020,1686,2023,8,669900,397.33,746900,443.00
22 CREEMANS CRES,1009603710,RESSD - Detached SIngle Dwelling,TS-Two Storey,2020,2449,2023,1,800022,326.67,928800,379.26
3 CREEMANS CRES,1009603740,RESSD - Detached SIngle Dwelling,TS-Two Storey,2021,2359,2023,7,835000,353.96,936900,397.16
323 GLENBUSH ST,1009604330,RESSD - Detached SIngle Dwelling,OS-One Storey,2023,1915,2023,7,960000,501.31,1077100,562.45
30 MCCRINDLE BAY,1009604575,RESSD - Detached SIngle Dwelling,TS-Two Storey,2023,1841,2023,6,607000,329.71,684700,371.92
129 MCCRINDLE BAY,1009604735,RESSD - Detached SIngle Dwelling,OS-One Storey,2023,1427,2023,2,502333,352.02,579700,406.24
9 SPARROWHAWK PL,1009605290,RESSD - Detached SIngle Dwelling,TS-Two Storey,2024,1817,2024,11,562500,309.58,575400,316.68
285 ZIMMERMAN DR,1009606615,RESSS - Side By Side,TS-Two Storey,2025,1398,2025,2,395601,282.98,398000,284.69
270 BOWMAN AVE,2000237000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1945,954,2024,8,290000,303.98,310300,325.26
446 HENDERSON HWY,2000408000,RESSD - Detached SIngle Dwelling,OS-One Storey,1929,912,2023,3,250000,274.12,280000,307.02
295 WASHINGTON AVE,2000457000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1946,1403,2024,10,350000,249.47,367200,261.72
253 WINTERTON AVE,2000635000,RESSD - Detached SIngle Dwelling,TS-Two Storey,2016,2084,2025,3,421000,202.02,421000,202.02
259 MUNROE AVE,2000809000,RESSD - Detached SIngle Dwelling,OS-One Storey,1927,888,2024,5,300000,337.84,327900,369.26
217 DONALDA AVE,2000860000,RESSD - Detached SIngle Dwelling,OS-One Storey,1928,856,2023,4,220000,257.01,246000,287.38
350 TRENT AVE,2001009100,RESSD - Detached SIngle Dwelling,BL-Bi-Level,1988,926,2025,1,350000,377.97,356700,385.21
264 MELBOURNE AVE,2010047000,RESSD - Detached SIngle Dwelling,OS-One Storey,1931,747,2024,3,272000,364.12,298100,399.06
315 SYDNEY AVE,2010166000,RESSD - Detached SIngle Dwelling,OS-One Storey,1924,660,2024,6,257000,389.39,280400,424.85
304 SYDNEY AVE,2010171000,RESSD - Detached SIngle Dwelling,OS-One Storey,1925,756,2024,7,235000,310.85,253800,335.71
212 BRONX AVE,2010527000,RESSD - Detached SIngle Dwelling,OS-One Storey,1950,832,2025,3,376500,452.52,376500,452.52
390 CHELSEA AVE,2010747000,RESSD - Detached SIngle Dwelling,OS-One Storey,1950,780,2023,12,262000,335.90,288700,370.13
521 CHELSEA AVE,2011008000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,1008,2024,7,325000,322.42,351000,348.21
361 HELMSDALE AVE,2011510000,RESSD - Detached SIngle Dwelling,OS-One Storey,1952,899,2023,7,406700,452.39,452300,503.11
417 HELMSDALE AVE,2011600000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,950,2024,5,363000,382.11,396800,417.68
569 HELMSDALE AVE,2011684000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,917,2023,9,385000,419.85,426600,465.21
221 HAZEL DELL AVE,2020622000,RESSD - Detached SIngle Dwelling,OS-One Storey,1951,936,2025,3,421500,450.32,421500,450.32
232 GREENE AVE,2021169000,RESSD - Detached SIngle Dwelling,OS-One Storey,1950,944,2023,6,332000,351.69,369800,391.74
504 GREENE AVE,2021280000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,948,2024,10,396750,418.51,416200,439.03
905 BRAZIER ST,2021479000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1914,1644,2024,12,320000,194.65,329300,200.30
373 ROBERTA AVE,2021490000,RESSD - Detached SIngle Dwelling,OS-One Storey,1953,926,2023,7,376500,406.59,418700,452.16
78 CAMEO CRES,2031160000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1964,1580,2023,3,450000,284.81,504000,318.99
67 CAMEO CRES,2031175000,RESSD - Detached SIngle Dwelling,OS-One Storey,1963,1168,2024,6,470250,402.61,513000,439.21
19 CAMEO CRES,2031188000,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1964,1689,2023,7,489500,289.82,544300,322.26
137 FRASER'S GROVE,2031325000,RESSD - Detached SIngle Dwelling,OS-One Storey,1958,1638,2023,7,430000,262.52,478200,291.94
5 DOUNREAY BAY,2031764000,RESSD - Detached SIngle Dwelling,OS-One Storey,1960,1195,2023,7,486000,406.69,540400,452.22
485 LARSEN AVE,2040023000,RESSU - Secondary Unit,TS-Two Storey,2023,1460,2024,4,504762,345.73,552200,378.22
483 OTTAWA AVE,2040735000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1949,1064,2024,12,183000,171.99,188300,176.97
656 HOSKIN AVE,2050408000,RESSD - Detached SIngle Dwelling,OS-One Storey,1914,812,2023,6,144000,177.34,160400,197.54
807 MONCTON AVE,2051809000,RESSD - Detached SIngle Dwelling,OS-One Storey,1913,859,2024,10,220000,256.11,230800,268.68
963 MUNROE AVE,2051978000,RESSD - Detached SIngle Dwelling,OS-One Storey,1958,1048,2023,6,338000,322.52,376500,359.26
992 FLEMING AVE,2060213000,RESSD - Detached SIngle Dwelling,OS-One Storey,1959,809,2023,7,365500,451.79,406400,502.35
913 PRINCE RUPERT AVE,2060232000,RESSD - Detached SIngle Dwelling,OS-One Storey,1959,1030,2023,9,378000,366.99,418800,406.60
55 BATTERSHILL ST,2061019000,RESSD - Detached SIngle Dwelling,OS-One Storey,1967,1191,2024,5,400000,335.85,437200,367.09
19 PRICE DR,2061178200,RESSD - Detached SIngle Dwelling,TS-Two Storey,1978,952,2023,8,305000,320.38,338600,355.67
748 PRINCE RUPERT AVE,2062807730,RESSU - Secondary Unit,TS-Two Storey,2019,1454,2023,7,490000,337.00,544900,374.76
50 LA PORTE DR,3015312800,RESSD - Detached SIngle Dwelling,OS-One Storey,1988,1009,2023,11,392000,388.50,410000,406.34
18 DORGE DR,3030952500,RESSD - Detached SIngle Dwelling,OS-One Storey,1975,944,2023,6,338000,358.05,358600,379.87
33 VILLENEUVE BLVD,3035191200,RESSS - Side By Side,TS-Two Storey,1970,896,2023,9,269900,301.23,283900,316.85
38 NEWCASTLE RD,3040351000,RESSD - Detached SIngle Dwelling,OS-One Storey,1973,1354,2024,6,435000,321.27,446300,329.62
55 MICHIGAN AVE,3040688000,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1518,2024,6,425000,279.97,436100,287.29
71 LAFAYETTE BAY,3040767000,RESSD - Detached SIngle Dwelling,OS-One Storey,1971,1108,2023,7,385000,347.47,407300,367.60
825 KILKENNY DR,3041217600,RESSD - Detached SIngle Dwelling,OS-One Storey,1979,1564,2023,7,475000,303.71,502600,321.36
33 PETERSFIELD PL,3041635000,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1974,1789,2023,11,450000,251.54,470700,263.11
31 PURDUE BAY,3042796000,RESSD - Detached SIngle Dwelling,OS-One Storey,1967,1238,2024,7,425000,343.30,434800,351.21
63 MOUNT ALLISON BAY,3043218000,RESSD - Detached SIngle Dwelling,OS-One Storey,1972,1236,2024,9,429715,347.67,437000,353.56
71 BRYN MAWR RD,3043245000,RESSD - Detached SIngle Dwelling,OS-One Storey,1972,1030,2025,1,385000,373.79,387300,376.02
22 ST EDMUND'S BAY,3043294000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1971,1964,2023,9,470000,239.31,494400,251.73
616 SILVERSTONE AVE,3043546000,RESSD - Detached SIngle Dwelling,OS-One Storey,1959,1416,2024,1,420000,296.61,436800,308.47
651 PASADENA AVE,3044094000,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,954,2024,7,355000,372.12,363200,380.71
650 PASADENA AVE,3044117000,RESSD - Detached SIngle Dwelling,OS-One Storey,1963,1396,2023,1,440000,315.19,473400,339.11
7 TULANE BAY,3044482500,RESSD - Detached SIngle Dwelling,OS-One Storey,1966,1264,2023,10,395000,312.50,414400,327.85
74 TULANE BAY,3044560000,RESSD - Detached SIngle Dwelling,OS-One Storey,1965,1012,2024,3,369000,364.62,381900,377.37
2 MCGILL AVE,3045045000,RESSD - Detached SIngle Dwelling,OS-One Storey,1965,1317,2023,5,405000,307.52,430900,327.18
66 AGASSIZ DR,3053712000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1964,1385,2025,3,480000,346.57,480000,346.57
62 AGASSIZ DR,3053714000,RESSD - Detached SIngle Dwelling,OS-One Storey,1960,1183,2024,9,450000,380.39,457700,386.90
158 SHEFFIELD RD,3065135000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1994,2057,2023,7,635000,308.70,671800,326.59
130 GEORGETOWN DR,3065205800,RESSD - Detached SIngle Dwelling,OS-One Storey,2002,1687,2024,2,624900,370.42,648600,384.47
82 BATTLEFORD BAY,3065225800,RESSD - Detached SIngle Dwelling,TS-Two Storey,1989,2220,2023,8,575000,259.01,606600,273.24
271 COLUMBIA DR,3065283000,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1988,2043,2023,3,580000,283.90,620600,303.77
110 PORTWOOD RD,3065430600,RESSD - Detached SIngle Dwelling,TS-Two Storey,1992,1954,2023,7,530000,271.24,560700,286.95
91 MEADOWBANK RD,3066404400,RESSD - Detached SIngle Dwelling,OS-One Storey,2001,1159,2025,2,507000,437.45,508500,438.74
7 BLACKWOOD BAY,3066854300,RESSD - Detached SIngle Dwelling,TS-Two Storey,1996,1847,2023,2,520000,281.54,558000,302.11
1703 CHANCELLOR DR,3067124000,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,947,2023,2,360000,380.15,386300,407.92
1619 CHANCELLOR DR,3067305000,RESSD - Detached SIngle Dwelling,OS-One Storey,1974,1176,2023,7,420000,357.14,444400,377.89
74 FOREST LAKE DR,3067531000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1975,1777,2024,2,515000,289.81,534600,300.84
150 SYRACUSE CRES,3067777000,RESSD - Detached SIngle Dwelling,FL-4 Level Split,1978,1580,2023,8,387000,244.94,408300,258.42
209 LAKE VILLAGE RD,3067947400,RESSS - Side By Side,TS-Two Storey,1978,1080,2023,9,325000,300.93,341900,316.57
74 BLUE LAKE BAY,3067983700,RESSS - Side By Side,TS-Two Storey,1978,1156,2023,6,305000,263.84,323600,279.93
278 KIRKBRIDGE DR,3068007800,RESSD - Detached SIngle Dwelling,TS-Two Storey,1981,1754,2023,11,470000,267.96,491600,280.27
1973 CHANCELLOR DR,3068049000,RESSD - Detached SIngle Dwelling,OS-One Storey,1978,1077,2024,4,430000,399.26,443800,412.07
887 BAIRDMORE BLVD,3068111900,RESSD - Detached SIngle Dwelling,OS-One Storey,1985,968,2024,5,391000,403.93,402300,415.60
153 HILLMARTIN DR,3068122800,RESSD - Detached SIngle Dwelling,OS-One Storey,1988,1184,2024,5,471777,398.46,485500,410.05
136 KIRKBRIDGE DR,3068126800,RESSD - Detached SIngle Dwelling,TS-Two Storey,1987,2444,2024,7,615000,251.64,629100,257.41
2 CALDER BAY,3068139400,RESSD - Detached SIngle Dwelling,TS-Two Storey,1987,1892,2024,12,522500,276.16,527200,278.65
20 BERNFIELD BAY,3068226800,RESSD - Detached SIngle Dwelling,TS-Two Storey,1993,1873,2023,7,505000,269.62,534300,285.26
98 HAWSTEAD RD,3068265400,RESSD - Detached SIngle Dwelling,OS-One Storey,1993,1562,2023,3,535500,342.83,573000,366.84
94 HAWSTEAD RD,3068265600,RESSD - Detached SIngle Dwelling,TS-Two Storey,1993,2019,2024,5,555000,274.89,571100,282.86
1055 HOWARD AVE,3070313000,RESSD - Detached SIngle Dwelling,OS-One Storey,1955,920,2023,8,320000,347.83,337600,366.96
84 FARWELL BAY,3070587000,RESSD - Detached SIngle Dwelling,OS-One Storey,1957,1206,2025,1,350000,290.22,352100,291.96
16 DICKSON CRES,3070910100,RESRH - Row Housing,TS-Two Storey,1954,888,2024,5,288000,324.32,296400,333.78
14 DICKSON CRES,3070910300,RESRH - Row Housing,TS-Two Storey,1954,888,2023,8,218900,246.51,230900,260.02
16 BEAUMONT BAY,3070946100,RESRH - Row Housing,TS-Two Storey,1954,888,2023,11,215000,242.12,224900,253.27
1420 SOMERVILLE AVE,3071241000,RESSD - Detached SIngle Dwelling,OS-One Storey,1960,1036,2023,6,440000,424.71,466800,450.58
1208 ROSEMOUNT AVE,3072097000,RESSD - Detached SIngle Dwelling,OS-One Storey,1921,947,2024,4,312000,329.46,322000,340.02
1135 ROSEMOUNT AVE,3072142000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1944,1834,2024,2,380000,207.20,394400,215.05
964 RIVIERA CRES,3080087000,RESSD - Detached SIngle Dwelling,OS-One Storey,1961,1460,2023,7,486000,332.88,514200,352.19
128 WILDWOOD C PK,3081313000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1947,1264,2023,4,530000,419.30,565500,447.39
71 WILDWOOD E PK,3081386000,RESSD - Detached SIngle Dwelling,OH-One & 1/2 Storey,1947,1130,2023,12,420000,371.68,438100,387.70
819 RIVERWOOD AVE,3090101000,RESSD - Detached SIngle Dwelling,O3-One & 3/4 Storey,1920,1452,2023,4,360000,247.93,384100,264.53
984 WATERFORD AVE,3090274000,RESSD - Detached SIngle Dwelling,TS-Two Storey,1952,1258,2023,8,405500,322.34,427800,340.06
969 WINDERMERE AVE,3090688000,RESSD - Detached SIngle Dwelling,OS-One Storey,1945,1008,2024,3,345000,342.26,357100,354.27
916 SCURFIELD BLVD,3091103000,RESSD - Detached SIngle Dwelling,TS-Two Storey,2001,1869,2024,9,700000,374.53,711900,380.90
7 LEANDER CRES,3091118600,RESSD - Detached SIngle Dwelling,TS-Two Storey,2002,1837,2024,1,567000,308.66,589700,321.01
11 BRIARLYNN RD,3091143400,RESSD - Detached SIngle Dwelling,TS-Two Storey,2002,1700,2023,7,580000,341.18,613600,360.94
87 ST ALBANS RD,3091174200,RESSD - Detached SIngle Dwelling,OS-One Storey,2004,1509,2024,7,540000,357.85,552400,366.07
48 SETTERINGTON BAY,3091213100,RESSD - Detached SIngle Dwelling,CO-Cabover,2004,1708,2024,12,600000,351.29,605400,354.45
88 SETTERINGTON BAY,3091214100,RESSD - Detached SIngle Dwelling,TS-Two Storey,2004,2300,2024,7,642000,279.13,656800,285.57
231 LAUREL RIDGE DR,3091221100,RESSD - Detached SIngle Dwelling,TS-Two Storey,2004,2486,2023,7,835000,335.88,883400,355.35
198 LAUREL RIDGE DR,3091222400,RESSD - Detached SIngle Dwelling,CO-Cabover,2005,1774,2023,8,623000,351.18,657300,370.52
56 CRAIGMOHR DR,3091247200,RESSD - Detached SIngle Dwelling,CO-Cabover,2005,1700,2023,2,540000,317.65,579400,340.82
1238 LEE BLVD,3091262400,RESSD - Detached SIngle Dwelling,TS-Two Storey,2007,2051,2023,2,620000,302.29,665300,324.38
107 WAYFIELD DR,3091279600,RESSD - Detached SIngle Dwelling,CO-Cabover,2007,1681,2023,12,509900,303.33,531800,316.36
218 SHORE ST,3091309500,RESSD - Detached SIngle Dwelling,OS-One Storey,2008,1253,2024,3,529000,422.19,547500,436.95
104 APPLETREE CRES,3091349100,RESSD - Detached SIngle Dwelling,TS-Two Storey,2009,1913,2025,2,635000,331.94,636900,332.93
15 ASPEN FOREST PT,3091352100,RESSD - Detached SIngle Dwelling,TS-Two Storey,2009,2015,2023,5,643500,319.35,684700,339.80
63 ABBEYDALE CRES,3091394700,RESSD - Detached SIngle Dwelling,TS-Two Storey,2011,2009,2025,1,605000,301.14,608600,302.94
92 BEACHHAM CRES,3091400700,RESSD - Detached SIngle Dwelling,TS-Two Storey,2010,1650,2023,7,555000,336.36,587200,355.88
139 KINGFISHER CRES,3091415400,RESSD - Detached SIngle Dwelling,TS-Two Storey,2010,2216,2024,10,657000,296.48,666200,300.63
58 JOHN ANGUS DR,3091429200,RESSD - Detached SIngle Dwelling,OS-One Storey,2009,1571,2024,10,595000,378.74,603300,384.02
6 AUTUMNVIEW DR,3091440100,RESSD - Detached SIngle Dwelling,OS-One Storey,2009,1189,2023,5,479000,402.86,509700,428.68
136 BRIDGELAND DR S,3091491300,RESSD - Detached SIngle Dwelling,TS-Two Storey,2010,1856,2023,9,585000,315.19,615400,331.57
89 PRAIRIE SKY DR,3091514100,RESSD - Detached SIngle Dwelling,TS-Two Storey,2011,2386,2023,11,610000,255.66,638100,267.44
83 CYPRESS RDG,3091526000,RESSD - Detached SIngle Dwelling,TS-Two Storey,2012,2290,2024,3,625000,272.93,646900,282.49
168 JOHN ANGUS DR,3091531300,RESSD - Detached SIngle Dwelling,TS-Two Storey,2012,1934,2023,12,595000,307.65,620600,320.89
15 YORKVALLEY WAY,3091627400,RESSD - Detached SIngle Dwelling,TS-Two Storey,2018,2220,2023,10,1340000,603.60,1405700,633.20
31 YORKVALLEY WAY,3091627700,RESSD - Detached SIngle Dwelling,OS-One Storey,2018,2284,2023,8,1250000,547.29,1318800,577.41
483 NORTH TOWN RD,3091691500,RESSD - Detached SIngle Dwelling,OS-One Storey,2012,1504,2024,8,635000,422.21,647700,430.65
274 BELLFLOWER RD,3091702600,RESSD - Detached SIngle Dwelling,TS-Two Storey,2013,2018,2023,7,638000,316.15,675000,334.49
